person_identifier,rural_urban,survey_weight,smoke,age,race,gender,highest_education,educ_highest_school_grade,educ_current_level
782450,Traditional,141.4862,No,71,African,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
602894,Urban,2561.577,No,49,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
634230,Urban,2561.577,Yes,21,White,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
591271,Traditional,1191.052,Yes,40,African,Male,Grade 10 (Std. 8/Form 3),Grade 9/Std. 7/Form 2,
323545,Urban,262.7149,Yes,44,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
323547,Urban,262.7149,Yes,46,Coloured,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
688843,Urban,1688.189,Yes,82,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
618407,Urban,4809.218,Yes,25,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317860,Traditional,464.5777,No,35,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317862,Traditional,464.5777,No,24,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
501893,Traditional,464.5777,No,54,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
407195,Traditional,1673.423,No,19,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
725229,Traditional,1673.423,No,27,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
308004,Traditional,313.9234,No,28,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
308005,Traditional,313.9234,No,24,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,N4 (NATED)
408769,Traditional,313.9234,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
408798,Traditional,313.9234,No,18,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 10/Std. 8/Form 3
712776,Traditional,313.9234,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 11/Std. 9/Form 4
722045,Traditional,313.9234,No,38,African,Female,Certificate requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
722046,Traditional,313.9234,Yes,23,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
722047,Traditional,313.9234,No,73,African,Female,No Schooling,No schooling,
724285,Traditional,313.9234,No,20,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
724289,Traditional,313.9234,No,19,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Certificate requiring Grade 12/Std. 10
582206,Urban,144.3498,No,29,Coloured,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
315495,Urban,1814.826,No,55,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
315499,Urban,1814.826,No,32,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
731414,Urban,1814.826,No,27,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312712,Traditional,358.4523,No,61,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
777183,Traditional,107.9126,No,66,African,Male,Grade 3 (Std. 1),Grade 3/Std. 1,
781439,Traditional,107.9126,No,61,African,Female,No Schooling,No schooling,
582189,Urban,963.7967,No,63,White,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
318057,Traditional,533.9167,No,31,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
408688,Traditional,533.9167,No,20,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
303237,Urban,900.2603,Yes,27,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
753425,Urban,900.2603,No,36,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
310042,Urban,1501.864,No,44,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
723875,Urban,1501.864,No,20,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
723879,Urban,1501.864,No,18,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
301466,Traditional,128.6613,No,57,African,Female,No Schooling,No schooling,
501302,Urban,513.4399,Yes,35,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
743016,Urban,513.4399,No,24,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
314999,Traditional,378.6927,No,39,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
731078,Traditional,378.6927,No,48,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
733778,Traditional,378.6927,No,21,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
582745,Traditional,2408.218,Yes,33,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
301045,Urban,1429.082,Yes,78,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403109,Urban,1429.082,No,21,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
319200,Traditional,1633.322,No,59,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
320786,Traditional,1633.322,No,26,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303659,Farms,2169.146,No,31,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
788994,Farms,2169.146,No,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
319265,Urban,140.1308,No,40,Coloured,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309288,Urban,707.4321,No,31,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
728875,Urban,707.4321,No,18,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
743414,Urban,707.4321,No,30,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
752926,Urban,707.4321,No,21,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
381297,Traditional,5493.2,No,56,African,Female,No Schooling,No schooling,
381300,Traditional,5493.2,No,64,African,Male,No Schooling,No schooling,
381344,Traditional,5493.2,No,25,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
381532,Traditional,5493.2,No,26,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
481176,Traditional,5493.2,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
314471,Traditional,463.3331,No,58,African,Female,Grade 3 (Std. 1),Grade 2/Sub B/Class 2,
409207,Traditional,463.3331,Yes,19,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
322826,Urban,418.6449,Yes,56,Coloured,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
412556,Urban,418.6449,No,23,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
412560,Urban,418.6449,Yes,22,Coloured,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
304447,Traditional,717.0984,No,57,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
310805,Traditional,717.0984,No,59,African,Male,National Certificate Vocational 3 (NCV 3),National Certificate Vocational 3 (NCV 3),
404955,Traditional,717.0984,No,23,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
309887,Urban,55.92649,Yes,25,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
731793,Urban,55.92649,No,43,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
734439,Urban,55.92649,No,19,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
790790,Urban,55.92649,No,21,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
734188,Traditional,240.1983,No,19,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
782228,Traditional,240.1983,No,39,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
491459,Urban,1268.814,No,23,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
738690,Urban,1268.814,No,28,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
653191,Urban,1740.29,No,59,White,Male,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
667426,Urban,1740.29,No,29,White,Female,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
672225,Urban,1740.29,No,59,White,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
307006,Urban,2200.642,No,48,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
793642,Urban,2200.642,No,36,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305197,Traditional,711.3546,No,38,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
763795,Traditional,711.3546,Yes,58,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
309632,Traditional,617.7864,No,24,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
309643,Traditional,617.7864,No,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
582500,Traditional,617.7864,No,54,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
723802,Traditional,617.7864,No,38,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
723805,Traditional,617.7864,No,21,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
317950,Urban,5989.677,No,29,African,Female,Diploma not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316275,Urban,1117.281,No,28,African,Female,Grade 7 (Std. 5),Grade 6/Std. 4,
313611,Urban,213.1646,No,42,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
733215,Urban,213.1646,No,30,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
491165,Urban,223.6224,No,19,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
726856,Urban,223.6224,Yes,21,Coloured,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Certificate not requiring Grade 12/Std. 10
763837,Urban,223.6224,No,44,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
315348,Traditional,361.8798,No,33,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403402,Urban,145.3935,No,22,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
412412,Urban,145.3935,Yes,19,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
730864,Urban,145.3935,Yes,27,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
730930,Urban,145.3935,Yes,56,Coloured,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
768983,Urban,145.3935,No,23,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
778720,Urban,145.3935,Yes,55,African,Male,No Schooling,No schooling,
751208,Urban,480.7135,Yes,30,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
757605,Urban,480.7135,No,29,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
786000,Traditional,130.5098,No,53,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409163,Traditional,1263.099,No,22,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
409164,Traditional,1263.099,No,20,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
313654,Traditional,332.0317,Yes,35,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
313675,Traditional,332.0317,No,54,African,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
310207,Urban,8759.663,No,62,African,Female,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
310208,Urban,8759.663,No,31,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
307377,Urban,2032.012,Yes,54,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
314459,Traditional,808.9542,No,38,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
409233,Traditional,808.9542,No,18,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
301131,Urban,12735.1,No,32,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
615578,Urban,1693.004,Yes,58,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
633662,Urban,1693.004,No,60,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301123,Urban,6604.019,No,47,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
391173,Urban,6604.019,No,25,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
401903,Urban,6604.019,No,19,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
303012,Traditional,2873.682,No,38,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
405303,Traditional,2873.682,No,20,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
402202,Urban,431.7362,Yes,22,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
701229,Urban,431.7362,No,24,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
774233,Urban,431.7362,Yes,20,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
788851,Urban,431.7362,No,44,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
306622,Urban,402.9403,No,53,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
308579,Urban,402.9403,No,52,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
309222,Urban,4993.675,No,33,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
785567,Urban,4993.675,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
307279,Traditional,422.5738,No,25,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
731595,Traditional,422.5738,No,61,African,Male,No Schooling,No schooling,
307398,Urban,1717.375,No,26,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
765578,Urban,1717.375,Yes,31,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
406859,Traditional,407.6393,No,21,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
733957,Traditional,407.6393,No,42,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
304687,Traditional,1267.69,No,66,African,Male,Grade 7 (Std. 5),Grade 4/Std. 2,
738423,Traditional,1267.69,No,64,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
748615,Traditional,1267.69,No,28,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311868,Traditional,370.3564,No,54,African,Female,No Schooling,No schooling,
311869,Traditional,370.3564,No,92,African,Female,No Schooling,No schooling,
313620,Traditional,370.3564,No,27,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
313621,Traditional,370.3564,Yes,51,African,Male,No Schooling,No schooling,
407066,Traditional,370.3564,No,22,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
748579,Traditional,370.3564,No,22,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
793249,Traditional,370.3564,Yes,58,African,Male,No Schooling,No schooling,
315798,Traditional,2262.261,No,27,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403282,Traditional,2010.152,No,20,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
403365,Traditional,2010.152,No,22,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
725105,Traditional,2010.152,No,28,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
734087,Traditional,2010.152,Yes,55,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
410127,Urban,233.0271,No,22,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Other (specify)
749283,Urban,233.0271,No,54,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
403598,Urban,2283.77,No,22,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311756,Traditional,1710.013,No,27,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
311763,Traditional,1710.013,No,33,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
311764,Traditional,1710.013,No,28,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
762515,Traditional,1710.013,No,19,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
764263,Urban,1105.155,No,52,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
305632,Urban,984.5324,No,51,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
720579,Urban,984.5324,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305114,Traditional,367.4354,No,67,African,Female,No Schooling,No schooling,
305123,Traditional,367.4354,No,40,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
492350,Traditional,367.4354,No,20,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
763017,Traditional,367.4354,No,55,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
304427,Traditional,395.6306,No,90,African,Female,No Schooling,No schooling,
318002,Traditional,464.8905,No,49,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
318029,Traditional,464.8905,No,27,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
704051,Traditional,464.8905,No,21,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
770387,Traditional,932.657,No,69,African,Male,No Schooling,No schooling,
381562,Urban,1556.819,Yes,37,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
407843,Urban,1556.819,No,19,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304770,Urban,1094.892,No,27,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316435,Farms,5999.41,Yes,28,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
310152,Urban,1701.087,Yes,44,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
738373,Urban,1701.087,No,46,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
302512,Urban,2287.071,No,30,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
302518,Urban,2287.071,Yes,27,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
719192,Urban,2287.071,No,20,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
320434,Urban,3902.852,Yes,52,White,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
320435,Urban,3902.852,No,54,White,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
410803,Urban,3902.852,Yes,22,White,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
785300,Urban,3902.852,No,27,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
306169,Traditional,219.3107,Yes,46,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
728079,Traditional,219.3107,No,44,African,Female,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
734352,Traditional,219.3107,No,27,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
401914,Urban,10853.14,No,22,African,Female,National Certificate Vocational 4 (NCV 4),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
591458,Urban,3768.12,No,32,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
745524,Urban,3768.12,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,National Certificate Vocational 2 (NCV 2)
